cassava4.1_000001m	GO:0008270,GO:0004842
cassava4.1_011309m	
cassava4.1_011310m	GO:0008318,GO:0018342
cassava4.1_011311m	GO:0016491,GO:0055114,GO:0016616,GO:0016615,GO:0006108
cassava4.1_011312m	GO:0005525
cassava4.1_011313m	
cassava4.1_011314m	
cassava4.1_011315m	GO:0005515
cassava4.1_011316m	GO:0003711,GO:0032968
cassava4.1_011317m	GO:0003677
cassava4.1_011318m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011319m	GO:0005525
cassava4.1_011320m	
cassava4.1_011321m	GO:0016757
cassava4.1_011322m	GO:0003676
cassava4.1_011323m	GO:0016813,GO:0046872
cassava4.1_011324m	
cassava4.1_011325m	
cassava4.1_011326m	GO:0016620,GO:0055114
cassava4.1_011327m	GO:0003824
cassava4.1_011328m	
cassava4.1_011329m	GO:0016747
cassava4.1_011330m	
cassava4.1_011331m	
cassava4.1_011332m	
cassava4.1_011333m	GO:0006629,GO:0016705,GO:0006633,GO:0055114,GO:0016021
cassava4.1_011334m	
cassava4.1_011335m	GO:0003824
cassava4.1_011336m	
cassava4.1_011337m	GO:0016020,GO:0005515
cassava4.1_011338m	
cassava4.1_011339m	GO:0005634
cassava4.1_011340m	GO:0016620,GO:0055114
cassava4.1_011341m	
cassava4.1_011342m	GO:0016020,GO:0005351,GO:0008643,GO:0000139,GO:0016021
cassava4.1_011343m	
cassava4.1_011344m	GO:0005515
cassava4.1_011345m	GO:0016620,GO:0055114
cassava4.1_011346m	GO:0006629,GO:0016717,GO:0055114,GO:0016491
cassava4.1_011347m	GO:0016620,GO:0055114
cassava4.1_011348m	GO:0016020
cassava4.1_011349m	GO:0016787,GO:0008152
cassava4.1_011350m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_011351m	GO:0003676,GO:0004386,GO:0005524
cassava4.1_011352m	
cassava4.1_011353m	
cassava4.1_011354m	GO:0016757
cassava4.1_011355m	
cassava4.1_011356m	GO:0008152,GO:0003824
cassava4.1_011357m	
cassava4.1_011358m	
cassava4.1_011359m	
cassava4.1_011360m	GO:0005515
cassava4.1_011361m	
cassava4.1_011362m	
cassava4.1_011363m	GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037
cassava4.1_011364m	
cassava4.1_011365m	
cassava4.1_011366m	GO:0016620,GO:0055114
cassava4.1_011367m	GO:0005515
cassava4.1_011368m	GO:0042578,GO:0005975
cassava4.1_011369m	GO:0000287,GO:0005524,GO:0047325,GO:0032957,GO:0005622,GO:0052725,GO:0052726,GO:0035300
cassava4.1_011370m	
cassava4.1_011371m	GO:0003677
cassava4.1_011372m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011373m	
cassava4.1_011374m	GO:0005215,GO:0006857,GO:0016020
cassava4.1_011375m	
cassava4.1_011376m	GO:0051082,GO:0006457,GO:0016272
cassava4.1_011377m	GO:0005515
cassava4.1_011378m	
cassava4.1_011379m	
cassava4.1_011380m	
cassava4.1_011381m	GO:0005515,GO:0008270,GO:0018024,GO:0034968,GO:0005634
cassava4.1_011382m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011383m	
cassava4.1_011384m	
cassava4.1_011385m	
cassava4.1_011386m	GO:0004806,GO:0006629
cassava4.1_011387m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_011388m	
cassava4.1_011389m	
cassava4.1_011390m	GO:0003677
cassava4.1_011391m	
cassava4.1_011392m	GO:0046873,GO:0030001,GO:0055085,GO:0016020
cassava4.1_011393m	GO:0003676
cassava4.1_011394m	
cassava4.1_011395m	
cassava4.1_011396m	
cassava4.1_011397m	GO:0003677
cassava4.1_011398m	
cassava4.1_011399m	
cassava4.1_011400m	GO:0016787
cassava4.1_011401m	
cassava4.1_011402m	GO:0004190,GO:0016021
cassava4.1_011403m	GO:0016491,GO:0055114
cassava4.1_011404m	GO:0005515
cassava4.1_011405m	GO:0005515,GO:0005529,GO:0005975
cassava4.1_011406m	
cassava4.1_011407m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_011408m	GO:0005634
cassava4.1_011409m	GO:0004568,GO:0006032,GO:0016998,GO:0008061
cassava4.1_011410m	GO:0016020
cassava4.1_011411m	GO:0003676,GO:0016788
cassava4.1_011412m	
cassava4.1_011413m	GO:0008474,GO:0006464
cassava4.1_011414m	GO:0003924,GO:0005525
cassava4.1_011415m	GO:0003676,GO:0016788
cassava4.1_011416m	
cassava4.1_011417m	GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037
cassava4.1_011418m	GO:0005515
cassava4.1_011419m	GO:0030528,GO:0006355
cassava4.1_011420m	GO:0003677,GO:0006355
cassava4.1_011421m	GO:0016757
cassava4.1_011422m	
cassava4.1_011423m	GO:0016787,GO:0008152
cassava4.1_011424m	GO:0005515
cassava4.1_011425m	
cassava4.1_011426m	GO:0003677,GO:0005634
cassava4.1_011427m	
cassava4.1_011428m	
cassava4.1_011429m	GO:0003676,GO:0008270,GO:0003677
cassava4.1_011430m	GO:0003700,GO:0008270,GO:0043565,GO:0006355
cassava4.1_011431m	GO:0003700,GO:0008270,GO:0043565,GO:0006355
cassava4.1_011432m	GO:0004089,GO:0008270,GO:0015976
cassava4.1_011433m	GO:0047746,GO:0015996
cassava4.1_011434m	GO:0005524,GO:0008033
cassava4.1_011435m	
cassava4.1_011436m	
cassava4.1_011437m	
cassava4.1_011438m	GO:0005215,GO:0006810,GO:0016020
cassava4.1_011439m	GO:0003677,GO:0005515,GO:0006289,GO:0004518
cassava4.1_011440m	GO:0051258,GO:0043234,GO:0003924,GO:0005525,GO:0006184,GO:0007017,GO:0005874
cassava4.1_011441m	GO:0003676
cassava4.1_011442m	GO:0003677,GO:0006355
cassava4.1_011443m	GO:0016757
cassava4.1_011444m	GO:0005634
cassava4.1_011445m	
cassava4.1_011446m	GO:0005525,GO:0005622
cassava4.1_011447m	
cassava4.1_011448m	GO:0008270,GO:0005622
cassava4.1_011449m	
cassava4.1_011450m	
cassava4.1_011451m	
cassava4.1_011452m	
cassava4.1_011453m	GO:0016020,GO:0009765
cassava4.1_011454m	GO:0009055,GO:0015035,GO:0045454,GO:0005515
cassava4.1_011455m	
cassava4.1_011456m	GO:0055114,GO:0016491,GO:0008152,GO:0006081,GO:0004030
cassava4.1_011457m	GO:0005515
cassava4.1_011458m	
cassava4.1_011459m	
cassava4.1_011460m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011461m	
cassava4.1_011463m	
cassava4.1_011464m	
cassava4.1_011465m	GO:0005515
cassava4.1_011466m	GO:0003824
cassava4.1_011467m	
cassava4.1_011468m	GO:0003824,GO:0016020
cassava4.1_011469m	
cassava4.1_011470m	GO:0005509,GO:0015979,GO:0042549,GO:0009523,GO:0009654,GO:0019898
cassava4.1_011471m	
cassava4.1_011472m	GO:0003676
cassava4.1_011473m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011474m	GO:0003824,GO:0016020
cassava4.1_011475m	GO:0016787,GO:0008152
cassava4.1_011476m	GO:0003677
cassava4.1_011477m	
cassava4.1_011478m	
cassava4.1_011479m	GO:0004222,GO:0006508,GO:0016020
cassava4.1_011480m	GO:0008270,GO:0005622
cassava4.1_011481m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_011482m	GO:0008146
cassava4.1_011483m	GO:0003676
cassava4.1_011484m	
cassava4.1_011485m	GO:0005515
cassava4.1_011486m	
cassava4.1_011487m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011488m	
cassava4.1_011489m	GO:0009055,GO:0015035,GO:0045454
cassava4.1_011490m	GO:0008138,GO:0006470
cassava4.1_011491m	GO:0008318,GO:0018342
cassava4.1_011492m	
cassava4.1_011493m	
cassava4.1_011494m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_011495m	GO:0005515
cassava4.1_011496m	GO:0003676
cassava4.1_011497m	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
cassava4.1_011498m	GO:0005515
cassava4.1_011499m	GO:0005524,GO:0006260,GO:0005663,GO:0003689
cassava4.1_011500m	
cassava4.1_011501m	GO:0005515
cassava4.1_011502m	GO:0003824,GO:0008152
cassava4.1_011503m	GO:0030528,GO:0006355
cassava4.1_011504m	
cassava4.1_011505m	GO:0003824,GO:0030170,GO:0008152
cassava4.1_011506m	
cassava4.1_011507m	GO:0016491,GO:0008152
cassava4.1_011508m	GO:0030170,GO:0009058,GO:0016740,GO:0016769
cassava4.1_011509m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_011510m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011511m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011512m	
cassava4.1_011513m	GO:0003824,GO:0009116
cassava4.1_011514m	GO:0016491,GO:0008152
cassava4.1_011515m	GO:0000287,GO:0005524,GO:0047325,GO:0032957,GO:0005622,GO:0052725,GO:0052726,GO:0035300
cassava4.1_011516m	GO:0048193,GO:0016020
cassava4.1_011517m	GO:0005515
cassava4.1_011518m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_011519m	GO:0008270,GO:0016811,GO:0070403,GO:0006342,GO:0006476,GO:0045449,GO:0006355
cassava4.1_011520m	
cassava4.1_011521m	GO:0003924,GO:0005525
cassava4.1_011522m	GO:0003677
cassava4.1_011523m	
cassava4.1_011524m	
cassava4.1_011525m	GO:0046873,GO:0030001,GO:0055085,GO:0016020
cassava4.1_011526m	GO:0016787
cassava4.1_011527m	GO:0045300,GO:0006631,GO:0055114
cassava4.1_011528m	
cassava4.1_011529m	
cassava4.1_011530m	
cassava4.1_011531m	GO:0018580,GO:0055114
cassava4.1_011532m	GO:0055085
cassava4.1_011533m	GO:0004252,GO:0006508
cassava4.1_011534m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_011535m	GO:0003677,GO:0005634,GO:0043565,GO:0006355,GO:0003700
cassava4.1_011536m	GO:0005515
cassava4.1_011537m	GO:0003677,GO:0006355
cassava4.1_011538m	
cassava4.1_011539m	GO:0005509,GO:0015979,GO:0042549,GO:0009523,GO:0009654,GO:0019898
cassava4.1_011540m	
cassava4.1_011541m	GO:0008270
cassava4.1_011542m	
cassava4.1_011543m	
cassava4.1_011544m	GO:0005515
cassava4.1_011545m	GO:0016020
cassava4.1_011546m	
cassava4.1_011547m	GO:0016787,GO:0008152
cassava4.1_011548m	GO:0043461
cassava4.1_011549m	GO:0008080
cassava4.1_011550m	GO:0016491,GO:0055114,GO:0016616
cassava4.1_011551m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011552m	
cassava4.1_011553m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_011554m	GO:0003677,GO:0006355,GO:0005634,GO:0030528
cassava4.1_011555m	GO:0008270,GO:0005622
cassava4.1_011556m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011557m	GO:0003700,GO:0006355
cassava4.1_011558m	
cassava4.1_011559m	
cassava4.1_011560m	GO:0004089,GO:0008270,GO:0015976
cassava4.1_011561m	GO:0031072
cassava4.1_011562m	GO:0003677
cassava4.1_011563m	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
cassava4.1_011564m	GO:0017150,GO:0050660,GO:0008033,GO:0055114
cassava4.1_011565m	GO:0003676,GO:0008270
cassava4.1_011566m	GO:0003676,GO:0008270
cassava4.1_011567m	GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634
cassava4.1_011568m	GO:0005515
cassava4.1_011569m	GO:0003824,GO:0016020
cassava4.1_011570m	GO:0005634
cassava4.1_011571m	GO:0016787
cassava4.1_011572m	
cassava4.1_011573m	GO:0008652
cassava4.1_011574m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011575m	
cassava4.1_011576m	GO:0003700,GO:0006355,GO:0005634
cassava4.1_011577m	GO:0009987
cassava4.1_011578m	
cassava4.1_011579m	GO:0003677,GO:0005634
cassava4.1_011580m	
cassava4.1_011581m	
cassava4.1_011582m	GO:0005515
cassava4.1_011583m	
cassava4.1_011584m	
cassava4.1_011585m	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
cassava4.1_011586m	GO:0009987
cassava4.1_011587m	GO:0003677
cassava4.1_011588m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011589m	GO:0003676
cassava4.1_011590m	GO:0003700,GO:0006355,GO:0005634
cassava4.1_011591m	
cassava4.1_011592m	GO:0003676,GO:0008270,GO:0005634,GO:0003723
cassava4.1_011593m	
cassava4.1_011594m	GO:0003677
cassava4.1_011595m	GO:0030528,GO:0006355
cassava4.1_011596m	
cassava4.1_011597m	GO:0003677
cassava4.1_011598m	GO:0006511,GO:0007275,GO:0005634
cassava4.1_011599m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_011600m	GO:0016787,GO:0008152
cassava4.1_011601m	GO:0003677
cassava4.1_011602m	GO:0016758,GO:0031227
cassava4.1_011603m	GO:0005634
cassava4.1_011604m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011605m	
cassava4.1_011606m	GO:0008146
cassava4.1_011607m	GO:0016020
cassava4.1_011608m	GO:0004221,GO:0006511,GO:0005622
cassava4.1_011609m	GO:0000287,GO:0050307,GO:0005986
cassava4.1_011610m	
cassava4.1_011611m	GO:0003677,GO:0008270,GO:0006355
cassava4.1_011612m	GO:0005515
cassava4.1_011613m	GO:0003824
cassava4.1_011614m	GO:0005515
cassava4.1_011615m	
cassava4.1_011616m	GO:0005515
cassava4.1_011617m	GO:0016020
cassava4.1_011618m	GO:0005488
cassava4.1_011619m	GO:0009055,GO:0015035,GO:0045454,GO:0005515
cassava4.1_011620m	GO:0003700,GO:0006355,GO:0005634
cassava4.1_011621m	
cassava4.1_011622m	
cassava4.1_011623m	GO:0008270,GO:0005622,GO:0004252,GO:0016021
cassava4.1_011624m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_011625m	GO:0003677,GO:0005634
cassava4.1_011626m	GO:0016758,GO:0031227
cassava4.1_011627m	GO:0016020,GO:0005515
cassava4.1_011628m	GO:0008270,GO:0005622
cassava4.1_011629m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011630m	GO:0008898
cassava4.1_011631m	
cassava4.1_011632m	GO:0005515
cassava4.1_011633m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011634m	
cassava4.1_011635m	GO:0016020
cassava4.1_011636m	GO:0003700,GO:0006355,GO:0005634
cassava4.1_011637m	
cassava4.1_011638m	
cassava4.1_011639m	GO:0004252,GO:0016021
cassava4.1_011640m	GO:0005515
cassava4.1_011641m	
cassava4.1_011642m	GO:0008508,GO:0006814,GO:0016020
cassava4.1_011643m	
cassava4.1_011644m	GO:0005515
cassava4.1_011645m	GO:0003924,GO:0005525
cassava4.1_011646m	GO:0004748,GO:0009186,GO:0055114
cassava4.1_011647m	GO:0005515
cassava4.1_011648m	
cassava4.1_011649m	
cassava4.1_011650m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011651m	
cassava4.1_011652m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011653m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011654m	GO:0003824,GO:0008152
cassava4.1_011655m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011656m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_011657m	GO:0008168,GO:0008152
cassava4.1_011658m	GO:0003676
cassava4.1_011659m	
cassava4.1_011660m	
cassava4.1_011661m	
cassava4.1_011662m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011663m	GO:0019239,GO:0009168
cassava4.1_011664m	
cassava4.1_011665m	
cassava4.1_011666m	GO:0016780,GO:0008654,GO:0016020
cassava4.1_011667m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_011668m	GO:0008168,GO:0008152
cassava4.1_011669m	GO:0008270
cassava4.1_011670m	GO:0016020
cassava4.1_011671m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011672m	GO:0016491,GO:0008152
cassava4.1_011673m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011674m	
cassava4.1_011675m	GO:0016020
cassava4.1_011676m	GO:0005515
cassava4.1_011677m	
cassava4.1_011678m	GO:0016787
cassava4.1_011679m	GO:0030528,GO:0006355
cassava4.1_011680m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_011681m	GO:0031072
cassava4.1_011682m	
cassava4.1_011683m	GO:0016787
cassava4.1_011684m	GO:0005515
cassava4.1_011685m	GO:0016491
cassava4.1_011686m	
cassava4.1_011687m	
cassava4.1_011688m	GO:0005515
cassava4.1_011689m	GO:0008234,GO:0006508
cassava4.1_011690m	
cassava4.1_011691m	
cassava4.1_011692m	GO:0007017,GO:0005875
cassava4.1_011693m	
cassava4.1_011694m	GO:0016020
cassava4.1_011695m	GO:0005515
cassava4.1_011696m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_011697m	GO:0008152,GO:0003824
cassava4.1_011698m	
cassava4.1_011699m	GO:0016787
cassava4.1_011700m	GO:0055114,GO:0016491,GO:0055085,GO:0006813
cassava4.1_011701m	GO:0006457,GO:0005515
cassava4.1_011702m	GO:0055114,GO:0016491,GO:0055085,GO:0006813
cassava4.1_011703m	
cassava4.1_011704m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011705m	
cassava4.1_011706m	GO:0005515
cassava4.1_011707m	GO:0005198,GO:0009507
cassava4.1_011708m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011709m	
cassava4.1_011710m	
cassava4.1_011711m	GO:0016787
cassava4.1_011712m	GO:0016757
cassava4.1_011713m	GO:0016787
cassava4.1_011714m	GO:0003677,GO:0008270,GO:0006355
cassava4.1_011715m	GO:0005515
cassava4.1_011716m	GO:0003676
cassava4.1_011717m	GO:0003677,GO:0006355,GO:0005634,GO:0030528
cassava4.1_011718m	
cassava4.1_011719m	
cassava4.1_011720m	
cassava4.1_011721m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011722m	GO:0003700,GO:0006355,GO:0005634
cassava4.1_011723m	GO:0030528,GO:0006355
cassava4.1_011724m	GO:0005515,GO:0005524,GO:0016818,GO:0006355,GO:0005634
cassava4.1_011725m	GO:0008270,GO:0005622,GO:0005515
cassava4.1_011726m	
cassava4.1_011727m	
cassava4.1_011728m	GO:0000287,GO:0008897,GO:0009059
cassava4.1_011729m	GO:0005515
cassava4.1_011730m	GO:0008898
cassava4.1_011731m	GO:0016787
cassava4.1_011732m	GO:0015078,GO:0015991,GO:0033177
cassava4.1_011733m	GO:0003677,GO:0008270,GO:0006355
cassava4.1_011734m	GO:0005515
cassava4.1_011735m	GO:0003723
cassava4.1_011736m	
cassava4.1_011737m	
cassava4.1_011738m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011739m	GO:0016787
cassava4.1_011740m	GO:0005515
cassava4.1_011741m	
cassava4.1_011742m	
cassava4.1_011743m	GO:0030528,GO:0006355
cassava4.1_011744m	
cassava4.1_011745m	
cassava4.1_011746m	
cassava4.1_011747m	
cassava4.1_011748m	
cassava4.1_011749m	GO:0003824
cassava4.1_011750m	GO:0005515
cassava4.1_011751m	GO:0016491,GO:0055114
cassava4.1_011752m	GO:0005515
cassava4.1_011753m	GO:0003677
cassava4.1_011754m	GO:0006511,GO:0007275,GO:0005634
cassava4.1_011755m	
cassava4.1_011756m	GO:0008017,GO:0005515
cassava4.1_011757m	GO:0016491,GO:0008152
cassava4.1_011758m	GO:0003824,GO:0050662,GO:0044237,GO:0006694,GO:0003854
cassava4.1_011759m	GO:0005515,GO:0008060,GO:0008270,GO:0032312
cassava4.1_011760m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011761m	GO:0004252,GO:0006508
cassava4.1_011762m	
cassava4.1_011763m	GO:0051082,GO:0006457,GO:0031072
cassava4.1_011764m	GO:0003676
cassava4.1_011765m	
cassava4.1_011766m	GO:0003677
cassava4.1_011767m	GO:0005198
cassava4.1_011768m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011769m	
cassava4.1_011770m	GO:0005515
cassava4.1_011771m	
cassava4.1_011772m	GO:0016020
cassava4.1_011773m	GO:0005515
cassava4.1_011774m	
cassava4.1_011775m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011776m	
cassava4.1_011777m	
cassava4.1_011778m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011779m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011780m	GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037
cassava4.1_011781m	GO:0016491,GO:0055114
cassava4.1_011782m	GO:0009055,GO:0051536
cassava4.1_011783m	GO:0009116
cassava4.1_011784m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_011785m	GO:0003824,GO:0030170,GO:0008152
cassava4.1_011786m	GO:0045454
cassava4.1_011787m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011788m	GO:0004553,GO:0005975
cassava4.1_011789m	GO:0006629,GO:0004607
cassava4.1_011790m	GO:0016742,GO:0009058
cassava4.1_011791m	GO:0016810,GO:0006807
cassava4.1_011792m	
cassava4.1_011793m	
cassava4.1_011794m	GO:0016020,GO:0005515
cassava4.1_011795m	
cassava4.1_011796m	GO:0005515
cassava4.1_011797m	GO:0004568,GO:0006032,GO:0016998,GO:0008061
cassava4.1_011798m	GO:0003824,GO:0008152
cassava4.1_011799m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011800m	
cassava4.1_011801m	
cassava4.1_011802m	GO:0003824
cassava4.1_011803m	GO:0006886,GO:0005622
cassava4.1_011804m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011805m	GO:0055114,GO:0016491
cassava4.1_011806m	
cassava4.1_011807m	GO:0005515,GO:0016844,GO:0009058
cassava4.1_011808m	GO:0003677
cassava4.1_011809m	GO:0003824,GO:0030170,GO:0008152
cassava4.1_011810m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011811m	
cassava4.1_011812m	GO:0016491,GO:0055114,GO:0016616,GO:0030060,GO:0006108
cassava4.1_011813m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_011814m	
cassava4.1_011815m	GO:0031072,GO:0051082,GO:0006457
cassava4.1_011816m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011817m	GO:0016787,GO:0008152
cassava4.1_011818m	
cassava4.1_011819m	
cassava4.1_011820m	GO:0005506,GO:0016491,GO:0006633,GO:0055114
cassava4.1_011821m	GO:0030528,GO:0006355
cassava4.1_011822m	GO:0003824,GO:0030170,GO:0008152
cassava4.1_011823m	
cassava4.1_011824m	
cassava4.1_011825m	
cassava4.1_011826m	GO:0003824,GO:0030170,GO:0008152
cassava4.1_011827m	GO:0005515
cassava4.1_011828m	
cassava4.1_011829m	
cassava4.1_011830m	GO:0004733,GO:0010181,GO:0055114
cassava4.1_011831m	GO:0005524,GO:0016773,GO:0005975
cassava4.1_011832m	GO:0008171
cassava4.1_011833m	
cassava4.1_011834m	GO:0016491,GO:0055114
cassava4.1_011835m	GO:0006511,GO:0007275,GO:0005634
cassava4.1_011836m	
cassava4.1_011837m	
cassava4.1_011838m	
cassava4.1_011839m	GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_011840m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011841m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_011842m	
cassava4.1_011843m	GO:0004089,GO:0008270,GO:0015976
cassava4.1_011844m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011845m	GO:0008168,GO:0008152
cassava4.1_011846m	GO:0004252,GO:0006508
cassava4.1_011847m	
cassava4.1_011848m	GO:0004089,GO:0008270,GO:0015976
cassava4.1_011849m	GO:0016787
cassava4.1_011850m	GO:0008270,GO:0005622
cassava4.1_011851m	
cassava4.1_011852m	GO:0016491,GO:0055114
cassava4.1_011853m	GO:0016020,GO:0005515
cassava4.1_011854m	GO:0055085,GO:0016020,GO:0006810,GO:0005215
cassava4.1_011855m	
cassava4.1_011856m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011857m	GO:0055085,GO:0016021,GO:0008324,GO:0006812
cassava4.1_011858m	
cassava4.1_011859m	
cassava4.1_011860m	GO:0055085
cassava4.1_011861m	
cassava4.1_011862m	GO:0003677
cassava4.1_011863m	GO:0003677
cassava4.1_011864m	GO:0005524,GO:0006260,GO:0005663,GO:0003689
cassava4.1_011865m	GO:0008176,GO:0006400
cassava4.1_011866m	GO:0005515
cassava4.1_011867m	GO:0005515
cassava4.1_011868m	GO:0005975
cassava4.1_011869m	GO:0005975
cassava4.1_011870m	GO:0046933,GO:0046961,GO:0015986,GO:0045261
cassava4.1_011871m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_011872m	
cassava4.1_011873m	
cassava4.1_011874m	
cassava4.1_011875m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011876m	GO:0003824
cassava4.1_011877m	
cassava4.1_011878m	GO:0005515,GO:0008017
cassava4.1_011879m	GO:0016787
cassava4.1_011880m	GO:0003676
cassava4.1_011881m	GO:0006511,GO:0007275,GO:0005634
cassava4.1_011882m	GO:0055114,GO:0016491
cassava4.1_011883m	GO:0046933,GO:0046961,GO:0015986,GO:0045261
cassava4.1_011884m	GO:0003824
cassava4.1_011885m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011886m	GO:0003700,GO:0008270,GO:0043565,GO:0006355
cassava4.1_011887m	
cassava4.1_011888m	
cassava4.1_011889m	GO:0016787,GO:0008152
cassava4.1_011890m	GO:0005515
cassava4.1_011891m	GO:0003677,GO:0008270,GO:0006355
cassava4.1_011892m	
cassava4.1_011893m	
cassava4.1_011894m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_011895m	
cassava4.1_011896m	
cassava4.1_011897m	GO:0003677
cassava4.1_011898m	GO:0005215,GO:0006810,GO:0016020
cassava4.1_011899m	GO:0003676
cassava4.1_011900m	
cassava4.1_011901m	
cassava4.1_011902m	GO:0005507,GO:0009055
cassava4.1_011903m	GO:0005515
cassava4.1_011904m	
cassava4.1_011905m	
cassava4.1_011906m	GO:0004571,GO:0005509,GO:0016020
cassava4.1_011907m	GO:0005515,GO:0003684,GO:0006289,GO:0043161
cassava4.1_011908m	GO:0005515
cassava4.1_011909m	
cassava4.1_011910m	GO:0016491,GO:0008152
cassava4.1_011911m	
cassava4.1_011912m	GO:0031072,GO:0051082,GO:0006457
cassava4.1_011913m	GO:0030410,GO:0030418
cassava4.1_011914m	GO:0003676,GO:0008270
cassava4.1_011915m	
cassava4.1_011916m	GO:0003824,GO:0008152
cassava4.1_011917m	
cassava4.1_011918m	
cassava4.1_011919m	GO:0046872,GO:0030001
cassava4.1_011920m	GO:0005507,GO:0009055
cassava4.1_011921m	
cassava4.1_011922m	GO:0008033,GO:0005524
cassava4.1_011923m	
cassava4.1_011924m	GO:0005515
cassava4.1_011925m	GO:0016020
cassava4.1_011926m	GO:0016787,GO:0008152
cassava4.1_011927m	GO:0016787
cassava4.1_011928m	GO:0016787,GO:0008152
cassava4.1_011929m	
cassava4.1_011930m	
cassava4.1_011931m	GO:0003677
cassava4.1_011932m	GO:0005515
cassava4.1_011933m	
cassava4.1_011934m	GO:0003735,GO:0006414,GO:0005622,GO:0005840,GO:0042254
cassava4.1_011935m	
cassava4.1_011936m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_011937m	GO:0005759
cassava4.1_011938m	
cassava4.1_011939m	GO:0016020,GO:0005515
cassava4.1_011940m	GO:0003700,GO:0043565,GO:0006355
