Phpat.001G000100.1	GO:0005089
Phpat.015G086100.1	GO:0003677
Phpat.015G086200.1	
Phpat.015G086300.1	
Phpat.015G086400.1	GO:0003677
Phpat.015G086500.1	
Phpat.015G086600.1	
Phpat.015G086700.1	
Phpat.015G086800.1	
Phpat.015G086900.1	
Phpat.015G087000.1	
Phpat.015G087100.1	
Phpat.015G087200.1	GO:0005515
Phpat.015G087200.2	GO:0005515
Phpat.015G087200.3	GO:0005515
Phpat.015G087300.1	GO:0006629
Phpat.015G087400.1	GO:0046872,GO:0030001
Phpat.015G087400.2	GO:0046872,GO:0030001
Phpat.015G087400.3	GO:0046872,GO:0030001
Phpat.015G087500.1	
Phpat.015G087600.1	GO:0005515
Phpat.015G087700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.015G087800.1	
Phpat.015G087900.1	GO:0000287,GO:0016791,GO:0009117
Phpat.015G088000.1	GO:0003723
Phpat.015G088100.1	
Phpat.015G088200.1	
Phpat.015G088300.1	GO:0016491,GO:0016706,GO:0055114
Phpat.015G088300.2	GO:0016491,GO:0016706,GO:0055114
Phpat.015G088400.1	GO:0004659,GO:0016021
Phpat.015G088500.1	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
Phpat.015G088600.1	GO:0017183,GO:0005737
Phpat.015G088700.1	
Phpat.015G088700.2	
Phpat.015G088700.3	
Phpat.015G088800.1	GO:0008152
Phpat.015G088800.2	GO:0008152
Phpat.015G088800.3	GO:0008152
Phpat.015G088900.1	GO:0003677,GO:0005524,GO:0003676,GO:0004386
Phpat.015G089000.1	
Phpat.015G089100.1	
Phpat.015G089100.2	
Phpat.015G089200.1	
Phpat.015G089300.1	GO:0008466,GO:0016758,GO:0007047,GO:0030244,GO:0005618,GO:0030054
Phpat.015G089400.1	GO:0008466,GO:0016758,GO:0007047,GO:0030244,GO:0005618,GO:0030054
Phpat.015G089400.2	GO:0008466,GO:0016758,GO:0007047,GO:0030244,GO:0005618,GO:0030054
Phpat.015G089500.1	GO:0008466,GO:0016758,GO:0007047,GO:0030244,GO:0005618,GO:0030054
Phpat.015G089600.1	
Phpat.015G089700.1	
Phpat.015G089800.1	
Phpat.015G089900.1	
Phpat.015G090000.1	GO:0005515
Phpat.015G090000.2	GO:0005515
Phpat.015G090000.3	GO:0005515
Phpat.015G090100.1	GO:0005515
Phpat.015G090100.2	
Phpat.015G090200.1	GO:0004672,GO:0005524,GO:0006468
Phpat.015G090200.2	GO:0004672,GO:0005524,GO:0006468
Phpat.015G090200.3	GO:0004672,GO:0005524,GO:0006468
Phpat.015G090300.1	GO:0008138,GO:0006470
Phpat.015G090300.2	GO:0008138,GO:0006470
Phpat.015G090300.3	GO:0008138,GO:0006470
Phpat.015G090300.4	GO:0008138,GO:0006470
Phpat.015G090300.5	GO:0008138,GO:0006470
Phpat.015G090400.1	
Phpat.015G090400.2	
Phpat.015G090500.1	GO:0004616,GO:0050661,GO:0006098,GO:0055114
Phpat.015G090500.2	GO:0004616,GO:0050661,GO:0006098,GO:0055114
Phpat.015G090500.3	GO:0004616,GO:0050661,GO:0006098,GO:0055114
Phpat.015G090600.1	GO:0000287,GO:0004019,GO:0005525,GO:0006164,GO:0005737
Phpat.015G090700.1	
Phpat.015G090800.1	GO:0000049
Phpat.015G090900.1	GO:0000902
Phpat.015G090900.2	GO:0000902
Phpat.015G090900.3	GO:0000902
Phpat.015G090900.4	GO:0000902
Phpat.015G091000.1	
Phpat.015G091100.1	GO:0003824
Phpat.015G091100.2	GO:0003824
Phpat.015G091200.1	GO:0003723,GO:0003676,GO:0008270,GO:0000166,GO:0005524,GO:0015833
Phpat.015G091200.2	GO:0003723,GO:0003676,GO:0008270,GO:0000166,GO:0005524,GO:0015833
Phpat.015G091300.1	
Phpat.015G091300.2	
Phpat.015G091300.3	
Phpat.015G091400.1	GO:0003677
Phpat.015G091500.1	
Phpat.015G091600.1	
Phpat.015G091700.1	GO:0004869
Phpat.015G091800.1	
Phpat.015G091800.2	
Phpat.015G091800.3	
Phpat.015G091900.1	GO:0016020
Phpat.015G091900.2	GO:0016020
Phpat.015G092000.1	
Phpat.015G092100.1	GO:0003774,GO:0005524,GO:0016459,GO:0005515
Phpat.015G092200.1	
Phpat.015G092300.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.015G092300.2	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.015G092400.1	
Phpat.015G092500.1	
Phpat.015G092500.2	
Phpat.015G092500.3	
Phpat.015G092500.4	
Phpat.015G092600.1	GO:0006260,GO:0005634
Phpat.015G092700.1	GO:0003677,GO:0005622
Phpat.015G092700.2	GO:0003677,GO:0005622
Phpat.015G092800.1	GO:0009058,GO:0005985
Phpat.015G092800.2	GO:0009058,GO:0005985
Phpat.015G092900.1	
Phpat.015G093000.1	
Phpat.015G093000.2	
Phpat.015G093000.3	
Phpat.015G093000.4	
Phpat.015G093100.1	
Phpat.015G093200.1	GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.015G093300.1	GO:0004672,GO:0005524,GO:0006468
Phpat.015G093300.2	GO:0004672,GO:0005524,GO:0006468
Phpat.015G093300.3	GO:0004672,GO:0005524,GO:0006468
Phpat.015G093300.4	GO:0004672,GO:0005524,GO:0006468
Phpat.015G093400.1	GO:0016021
Phpat.015G093500.1	GO:0003700,GO:0006355
Phpat.015G093600.1	
Phpat.015G093700.1	GO:0003700,GO:0006355
Phpat.015G093800.1	GO:0003824,GO:0008152,GO:0046872
Phpat.015G093900.1	GO:0004672,GO:0005524,GO:0006468
Phpat.015G093900.2	GO:0004672,GO:0005524,GO:0006468
Phpat.015G093900.3	GO:0004672,GO:0005524,GO:0006468
Phpat.015G093900.4	GO:0004672,GO:0005524,GO:0006468
Phpat.015G093900.5	GO:0004672,GO:0005524,GO:0006468
Phpat.015G094000.1	GO:0005515,GO:0016851,GO:0015979,GO:0015995
Phpat.015G094100.1	
Phpat.015G094200.1	GO:0008152
Phpat.015G094300.1	
Phpat.015G094400.1	GO:0016616,GO:0048037,GO:0055114
Phpat.015G094500.1	
Phpat.015G094600.1	
Phpat.015G094700.1	
Phpat.015G094800.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.015G094900.1	GO:0016491,GO:0055114
Phpat.015G095000.1	GO:0008152
Phpat.015G095000.2	GO:0008152
Phpat.015G095100.1	
Phpat.015G095200.1	GO:0008270
Phpat.015G095200.2	GO:0008270
Phpat.015G095200.3	GO:0008270
Phpat.015G095200.4	GO:0008270
Phpat.015G095300.1	GO:0008168,GO:0008276,GO:0006479,GO:0005737,GO:0008152
Phpat.015G095300.2	GO:0008168,GO:0008276,GO:0006479,GO:0005737,GO:0008152
Phpat.015G095300.3	GO:0008168,GO:0008276,GO:0006479,GO:0005737,GO:0008152
Phpat.015G095400.1	GO:0004970,GO:0005234,GO:0016020,GO:0005215,GO:0006810,GO:0030288
Phpat.015G095500.1	GO:2001070,GO:0004134,GO:0005975
Phpat.015G095600.1	GO:0008104
Phpat.015G095600.2	GO:0008104
Phpat.015G095700.1	
Phpat.015G095800.1	GO:0005515,GO:0005543
Phpat.015G095800.2	
Phpat.015G095900.1	
Phpat.015G096000.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.015G096000.2	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.015G096100.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.015G096200.1	GO:0008137,GO:0009055,GO:0016020
Phpat.015G096300.1	
Phpat.015G096400.1	
Phpat.015G096500.1	GO:0016787
Phpat.015G096600.1	
Phpat.015G096700.1	
Phpat.015G096700.2	
Phpat.016G000100.1	
Phpat.016G000200.1	
Phpat.016G000300.1	GO:0016491,GO:0055114,GO:0005507
Phpat.016G000400.1	GO:0008270,GO:0006355,GO:0005634
Phpat.016G000500.1	
Phpat.016G000500.2	
Phpat.016G000500.3	
Phpat.016G000600.1	GO:0005515
Phpat.016G000600.2	GO:0005515
Phpat.016G000600.3	GO:0005515
Phpat.016G000700.1	
Phpat.016G000800.1	
Phpat.016G000900.1	
Phpat.016G000900.2	
Phpat.016G001000.1	
Phpat.016G001100.1	GO:0008138,GO:0006470
Phpat.016G001100.2	GO:0008138,GO:0006470
Phpat.016G001100.3	GO:0008138,GO:0006470
Phpat.016G001200.1	GO:0017009
Phpat.016G001300.1	GO:0003676
Phpat.016G001400.1	GO:0008113,GO:0055114
Phpat.016G001500.1	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.016G001600.1	
Phpat.016G001700.1	
Phpat.016G001700.2	
Phpat.016G001800.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G001900.1	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G001900.2	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G001900.3	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G001900.4	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G001900.5	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G001900.6	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G001900.7	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G001900.8	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G001900.9	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G002000.1	GO:0006904,GO:0016192
Phpat.016G002100.1	
Phpat.016G002200.1	GO:0016779,GO:0009058
Phpat.016G002200.2	GO:0016779,GO:0009058
Phpat.016G002300.1	GO:0016742,GO:0009058
Phpat.016G002400.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Phpat.016G002400.2	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Phpat.016G002400.3	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Phpat.016G002500.1	
Phpat.016G002600.1	
Phpat.016G002700.1	
Phpat.016G002700.2	
Phpat.016G002700.3	
Phpat.016G002800.1	
Phpat.016G002900.1	GO:0005215,GO:0006810,GO:0055085,GO:0016020
Phpat.016G003000.1	GO:0005215,GO:0006810,GO:0055085,GO:0016020
Phpat.016G003100.1	GO:0005215,GO:0006810,GO:0055085,GO:0016020
Phpat.016G003100.2	GO:0005215,GO:0006810,GO:0055085,GO:0016020
Phpat.016G003200.1	
Phpat.016G003300.1	
Phpat.016G003400.1	GO:0006457,GO:0005515
Phpat.016G003500.1	
Phpat.016G003600.1	GO:0004411,GO:0006559,GO:0006570,GO:0055114
Phpat.016G003600.2	GO:0004411,GO:0006559,GO:0006570,GO:0055114
Phpat.016G003600.3	GO:0004411,GO:0006559,GO:0006570,GO:0055114
Phpat.016G003700.1	
Phpat.016G003700.2	
Phpat.016G003800.1	GO:0003676
Phpat.016G003900.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G004000.1	GO:0005515
Phpat.016G004000.2	
Phpat.016G004100.1	
Phpat.016G004200.1	GO:0004553,GO:0005975
Phpat.016G004300.1	GO:0005525,GO:0015093,GO:0015684,GO:0016021
Phpat.016G004300.2	GO:0005525,GO:0015093,GO:0015684,GO:0016021
Phpat.016G004400.1	GO:0006904,GO:0000145
Phpat.016G004400.2	GO:0006904,GO:0000145
Phpat.016G004400.3	GO:0006904,GO:0000145
Phpat.016G004500.1	
Phpat.016G004600.1	
Phpat.016G004600.2	
Phpat.016G004700.1	GO:0008270,GO:0016491,GO:0055114
Phpat.016G004700.2	GO:0008270,GO:0016491,GO:0055114
Phpat.016G004700.3	GO:0008270,GO:0016491,GO:0055114
Phpat.016G004800.1	
Phpat.016G004900.1	
Phpat.016G005000.1	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G005100.1	GO:0005507
Phpat.016G005200.1	
Phpat.016G005300.1	GO:0006284
Phpat.016G005400.1	
Phpat.016G005500.1	
Phpat.016G005600.1	
Phpat.016G005600.2	
Phpat.016G005700.1	
Phpat.016G005800.1	GO:0008270
Phpat.016G005900.1	
Phpat.016G006000.1	
Phpat.016G006000.2	
Phpat.016G006100.1	GO:0003723,GO:0008168,GO:0006364,GO:0008033,GO:0016429,GO:0030488
Phpat.016G006200.1	GO:0003824
Phpat.016G006300.1	GO:0003993
Phpat.016G006300.2	GO:0003993
Phpat.016G006400.1	
Phpat.016G006500.1	GO:0004066,GO:0006529
Phpat.016G006600.1	
Phpat.016G006700.1	
Phpat.016G006800.1	GO:0016491,GO:0008152,GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237
Phpat.016G006800.2	GO:0003824,GO:0050662,GO:0044237
Phpat.016G006800.3	GO:0016491,GO:0008152,GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237
Phpat.016G006800.4	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237
Phpat.016G006800.5	GO:0016491,GO:0008152,GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237
Phpat.016G006900.1	GO:0031625,GO:0006511,GO:0031461
Phpat.016G006900.2	GO:0031625,GO:0006511,GO:0031461
Phpat.016G007000.1	
Phpat.016G007000.2	
Phpat.016G007000.3	
Phpat.016G007000.4	
Phpat.016G007100.1	
Phpat.016G007100.2	
Phpat.016G007100.3	
Phpat.016G007100.4	
Phpat.016G007100.5	
Phpat.016G007100.6	
Phpat.016G007100.7	
Phpat.016G007100.8	
Phpat.016G007200.1	
Phpat.016G007200.2	
Phpat.016G007300.1	
Phpat.016G007400.1	GO:0016627,GO:0055114,GO:0003995,GO:0016491
Phpat.016G007400.2	GO:0016627,GO:0055114,GO:0003995,GO:0016491
Phpat.016G007400.3	GO:0016627,GO:0055114,GO:0003995,GO:0016491
Phpat.016G007500.1	
Phpat.016G007600.1	
Phpat.016G007700.1	
Phpat.016G007800.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G007900.1	GO:0003723,GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G008000.1	GO:0004222,GO:0006508,GO:0008270
Phpat.016G008000.2	GO:0004222,GO:0006508,GO:0008270
Phpat.016G008000.3	GO:0004222,GO:0006508,GO:0008270
Phpat.016G008000.4	GO:0004222,GO:0006508,GO:0008270
Phpat.016G008000.5	GO:0004222,GO:0006508,GO:0008270
Phpat.016G008100.1	
Phpat.016G008200.1	
Phpat.016G008300.1	GO:0016758,GO:0031227
Phpat.016G008300.2	GO:0016758,GO:0031227
Phpat.016G008400.1	
Phpat.016G008500.1	GO:0016881,GO:0006464,GO:0015031
Phpat.016G008600.1	
Phpat.016G008700.1	GO:0016757
Phpat.016G008800.1	GO:0016758,GO:0031227
Phpat.016G008900.1	
Phpat.016G009000.1	
Phpat.016G009000.2	
Phpat.016G009100.1	
Phpat.016G009200.1	GO:2001070,GO:0003873,GO:0005524,GO:0006000
Phpat.016G009300.1	
Phpat.016G009400.1	
Phpat.016G009500.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G009600.1	GO:0003723,GO:0003724,GO:0003924,GO:0005525
Phpat.016G009700.1	
Phpat.016G009700.2	
Phpat.016G009700.3	
Phpat.016G009700.4	
Phpat.016G009700.5	
Phpat.016G009700.6	
Phpat.016G009800.1	GO:0004553,GO:0005975
Phpat.016G009900.1	
Phpat.016G010000.1	
Phpat.016G010000.2	
Phpat.016G010000.3	
Phpat.016G010100.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840,GO:0009536
Phpat.016G010100.2	GO:0003735,GO:0006412,GO:0005622,GO:0005840,GO:0009536
Phpat.016G010200.1	GO:0001671,GO:0051087
Phpat.016G010300.1	
Phpat.016G010300.2	
Phpat.016G010400.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.016G010400.2	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.016G010400.3	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.016G010500.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G010600.1	
Phpat.016G010600.2	
Phpat.016G010600.3	
Phpat.016G010700.1	GO:0004657,GO:0006537,GO:0006562,GO:0055114
Phpat.016G010700.2	GO:0004657,GO:0006537,GO:0006562,GO:0055114
Phpat.016G010800.1	GO:0005515
Phpat.016G010800.2	GO:0005515
Phpat.016G010800.3	GO:0005515
Phpat.016G010900.1	GO:0003777,GO:0005524,GO:0007018
Phpat.016G011000.1	
Phpat.016G011100.1	GO:0003735,GO:0006412,GO:0005840
Phpat.016G011200.1	
Phpat.016G011200.2	
Phpat.016G011200.3	
Phpat.016G011300.1	GO:0003676,GO:0008270
Phpat.016G011300.2	GO:0003676,GO:0008270
Phpat.016G011300.3	GO:0003676,GO:0008270
Phpat.016G011300.4	GO:0003676,GO:0008270
Phpat.016G011400.1	
Phpat.016G011400.2	
Phpat.016G011500.1	
Phpat.016G011500.2	
Phpat.016G011500.3	
Phpat.016G011600.1	GO:0004221,GO:0006511
Phpat.016G011600.2	GO:0004221,GO:0006511
Phpat.016G011700.1	
Phpat.016G011700.2	
Phpat.016G011700.3	
Phpat.016G011700.4	
Phpat.016G011700.5	
Phpat.016G011800.1	
Phpat.016G011900.1	
Phpat.016G012000.1	
Phpat.016G012100.1	
Phpat.016G012200.1	
Phpat.016G012200.2	
Phpat.016G012300.1	GO:0016020
Phpat.016G012400.1	GO:0003824,GO:0008152
Phpat.016G012400.2	GO:0003824,GO:0008152
Phpat.016G012500.1	
Phpat.016G012600.1	GO:0003677,GO:0003887,GO:0006260
Phpat.016G012700.1	
Phpat.016G012700.2	
Phpat.016G012800.1	
Phpat.016G012900.1	
Phpat.016G013000.1	GO:0005515,GO:0008565,GO:0006886
Phpat.016G013100.1	
Phpat.016G013100.2	
Phpat.016G013100.3	
Phpat.016G013100.4	
Phpat.016G013100.5	
Phpat.016G013100.6	
Phpat.016G013100.7	
Phpat.016G013200.1	GO:0005515
Phpat.016G013300.1	GO:2001070
Phpat.016G013300.10	GO:2001070
Phpat.016G013300.11	GO:2001070
Phpat.016G013300.2	GO:2001070
Phpat.016G013300.3	GO:2001070
Phpat.016G013300.4	GO:2001070
Phpat.016G013300.5	GO:2001070
Phpat.016G013300.6	GO:2001070
Phpat.016G013300.7	GO:2001070
Phpat.016G013300.8	GO:2001070
Phpat.016G013300.9	GO:2001070
Phpat.016G013400.1	GO:0008080,GO:0016747
Phpat.016G013400.2	GO:0008080,GO:0016747
Phpat.016G013500.1	
Phpat.016G013500.2	
Phpat.016G013600.1	
Phpat.016G013700.1	
Phpat.016G013800.1	
Phpat.016G013900.1	
Phpat.016G014000.1	GO:0016020
Phpat.016G014100.1	
Phpat.016G014200.1	
Phpat.016G014300.1	
Phpat.016G014400.1	
Phpat.016G014400.2	
Phpat.016G014400.3	
Phpat.016G014400.4	
Phpat.016G014500.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840,GO:0003723
Phpat.016G014500.2	GO:0003735,GO:0006412,GO:0005622,GO:0005840,GO:0003723
Phpat.016G014600.1	GO:0003700,GO:0006355
Phpat.016G014700.1	
Phpat.016G014800.1	GO:0004347,GO:0006094,GO:0006096
Phpat.016G014900.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G015000.1	GO:0005515
Phpat.016G015000.2	GO:0005515
Phpat.016G015100.1	
Phpat.016G015200.1	
Phpat.016G015300.1	
Phpat.016G015400.1	
Phpat.016G015400.2	
Phpat.016G015400.3	
Phpat.016G015500.1	
Phpat.016G015600.1	GO:0016491,GO:0016706,GO:0055114
Phpat.016G015700.1	GO:0016491,GO:0016706,GO:0055114
Phpat.016G015800.1	
Phpat.016G015900.1	
Phpat.016G016000.1	
Phpat.016G016100.1	GO:0004221,GO:0006511
Phpat.016G016200.1	GO:0005515,GO:0005634
Phpat.016G016300.1	GO:0016021
Phpat.016G016400.1	
Phpat.016G016500.1	GO:0008152,GO:0016829,GO:0006520,GO:0004375,GO:0055114
Phpat.016G016500.2	GO:0008152,GO:0016829,GO:0006520,GO:0004375,GO:0055114
Phpat.016G016600.1	GO:0008152,GO:0016829,GO:0006520,GO:0004375,GO:0055114
Phpat.016G016700.1	
Phpat.016G016800.1	GO:0003777,GO:0005524,GO:0007018
Phpat.016G016800.2	GO:0003777,GO:0005524,GO:0007018
Phpat.016G016800.3	GO:0003777,GO:0005524,GO:0007018
Phpat.016G016900.1	GO:0005515,GO:0008565,GO:0006886
Phpat.016G016900.2	GO:0005515,GO:0008565,GO:0006886
Phpat.016G016900.3	GO:0005515,GO:0008565,GO:0006886
Phpat.016G016900.4	GO:0005515,GO:0008565,GO:0006886
Phpat.016G016900.5	GO:0005515,GO:0008565,GO:0006886
Phpat.016G016900.6	GO:0005515,GO:0008565,GO:0006886
Phpat.016G017000.1	GO:0005524,GO:0044267
Phpat.016G017000.2	GO:0005524,GO:0044267
Phpat.016G017000.3	GO:0005524,GO:0044267
Phpat.016G017000.4	GO:0005524,GO:0044267
Phpat.016G017100.1	
Phpat.016G017200.1	GO:0003700,GO:0006355
Phpat.016G017300.1	
Phpat.016G017400.1	
Phpat.016G017500.1	
Phpat.016G017500.2	
Phpat.016G017500.3	
Phpat.016G017500.4	
Phpat.016G017600.1	GO:0004399,GO:0008270,GO:0051287,GO:0000105,GO:0055114
Phpat.016G017700.1	
Phpat.016G017800.1	
Phpat.016G017900.1	
Phpat.016G018000.1	GO:0005524
Phpat.016G018100.1	
Phpat.016G018100.2	
Phpat.016G018100.3	
Phpat.016G018200.1	
Phpat.016G018300.1	
Phpat.016G018400.1	
Phpat.016G018500.1	GO:0016881,GO:0006464,GO:0005622
Phpat.016G018600.1	
Phpat.016G018700.1	
Phpat.016G018800.1	GO:0008915,GO:0009245
Phpat.016G018800.2	GO:0008915,GO:0009245
Phpat.016G018800.3	GO:0008915,GO:0009245
Phpat.016G018800.4	GO:0008915,GO:0009245
Phpat.016G018800.5	GO:0008915,GO:0009245
Phpat.016G018900.1	GO:0015450,GO:0015031,GO:0016020
Phpat.016G018900.2	GO:0015450,GO:0015031,GO:0016020
Phpat.016G019000.1	
Phpat.016G019100.1	GO:0016627,GO:0006629,GO:0005737,GO:0016021
Phpat.016G019200.1	GO:0016627,GO:0006629,GO:0005737,GO:0016021
Phpat.016G019300.1	
Phpat.016G019400.1	GO:0005515,GO:0016998
Phpat.016G019500.1	
Phpat.016G019600.1	GO:0004612,GO:0005524,GO:0006094
Phpat.016G019600.2	GO:0004612,GO:0005524,GO:0006094
Phpat.016G019700.1	
Phpat.016G019700.2	
Phpat.016G019700.3	
Phpat.016G019700.4	
Phpat.016G019700.5	
Phpat.016G019700.6	
Phpat.016G019700.7	
Phpat.016G019700.8	
Phpat.016G019700.9	
Phpat.016G019800.1	GO:0005524,GO:0016887,GO:0030983,GO:0006298
Phpat.016G019900.1	GO:0004553,GO:0005975
Phpat.016G020000.1	GO:0016491,GO:0008152,GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237
Phpat.016G020000.2	
Phpat.016G020100.1	
Phpat.016G020100.2	
Phpat.016G020100.3	
Phpat.016G020200.1	GO:0004476,GO:0008270,GO:0005975
Phpat.016G020200.2	GO:0004476,GO:0008270,GO:0005975
Phpat.016G020200.3	GO:0004476,GO:0008270,GO:0005975
Phpat.016G020300.1	GO:0016758,GO:0008152
Phpat.016G020300.2	GO:0016758,GO:0008152
Phpat.016G020300.3	GO:0016758,GO:0008152
Phpat.016G020400.1	GO:0016788,GO:0006629
Phpat.016G020500.1	GO:0005515,GO:0004221,GO:0006511
Phpat.016G020600.1	
Phpat.016G020700.1	
Phpat.016G020800.1	GO:0015979,GO:0009523,GO:0009654,GO:0042651
Phpat.016G020900.1	GO:0015979,GO:0009522,GO:0009538
Phpat.016G021000.1	
Phpat.016G021000.2	
Phpat.016G021000.3	
Phpat.016G021100.1	
Phpat.016G021200.1	GO:0009231,GO:0009349
Phpat.016G021200.2	GO:0009231,GO:0009349
Phpat.016G021300.1	GO:0005515
Phpat.016G021300.2	GO:0005515
Phpat.016G021400.1	GO:0016787
Phpat.016G021500.1	GO:0005515
Phpat.016G021500.2	GO:0005515
Phpat.016G021500.3	GO:0005515
Phpat.016G021500.4	GO:0005515
Phpat.016G021600.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Phpat.016G021700.1	
Phpat.016G021700.2	
Phpat.016G021800.1	GO:0016020,GO:0055085
Phpat.016G021900.1	GO:0055085
Phpat.016G022000.1	
Phpat.016G022100.1	
Phpat.016G022100.2	
Phpat.016G022100.3	
Phpat.016G022100.4	
Phpat.016G022200.1	GO:0008137,GO:0009055,GO:0016020
Phpat.016G022300.1	GO:0005515
Phpat.016G022400.1	
Phpat.016G022500.1	
Phpat.016G022600.1	GO:0004518,GO:0006281
Phpat.016G022700.1	GO:0000166,GO:0003677,GO:0003887,GO:0006260
Phpat.016G022800.1	
Phpat.016G022900.1	GO:0003677,GO:0003899,GO:0006351
Phpat.016G023000.1	GO:0004161,GO:0009058
Phpat.016G023100.1	GO:0005524,GO:0008033
Phpat.016G023200.1	GO:0006355,GO:0005634,GO:0003677,GO:0009725
Phpat.016G023300.1	GO:0005515,GO:0004806,GO:0006629
Phpat.016G023300.2	GO:0004806,GO:0006629
Phpat.016G023400.1	GO:0051258,GO:0043234
Phpat.016G023500.1	GO:0051258,GO:0043234,GO:0003924,GO:0005525,GO:0006184
Phpat.016G023600.1	GO:0009055,GO:0051536
Phpat.016G023600.2	GO:0009055,GO:0051536
Phpat.016G023600.3	GO:0009055,GO:0051536
Phpat.016G023700.1	GO:0051258,GO:0043234,GO:0003924,GO:0005525,GO:0006184
Phpat.016G023800.1	GO:0003950
Phpat.016G023900.1	GO:0008138,GO:0006470
Phpat.016G024000.1	
Phpat.016G024100.1	
Phpat.016G024200.1	
Phpat.016G024300.1	
Phpat.016G024300.2	
Phpat.016G024300.3	
Phpat.016G024400.1	GO:0016021
Phpat.016G024500.1	GO:0004347,GO:0006094,GO:0006096
Phpat.016G024500.2	GO:0004347,GO:0006094,GO:0006096
Phpat.016G024500.3	GO:0004347,GO:0006094,GO:0006096
Phpat.016G024500.4	GO:0004347,GO:0006094,GO:0006096
Phpat.016G024600.1	
Phpat.016G024700.1	
Phpat.016G024800.1	GO:0003677,GO:0008270,GO:0006355
Phpat.016G024800.2	GO:0003677,GO:0008270,GO:0006355
Phpat.016G024900.1	
Phpat.016G024900.2	
Phpat.016G025000.1	
Phpat.016G025100.1	GO:0008964,GO:0006099,GO:0015977
Phpat.016G025100.2	GO:0008964,GO:0006099,GO:0015977
Phpat.016G025100.3	GO:0008964,GO:0006099,GO:0015977
Phpat.016G025200.1	
Phpat.016G025300.1	
Phpat.016G025400.1	GO:0051082,GO:0006457,GO:0016272
Phpat.016G025500.1	GO:0030599,GO:0042545,GO:0005618
Phpat.016G025600.1	
Phpat.016G025700.1	GO:0003677,GO:0005524,GO:0003676,GO:0008026,GO:0004386,GO:0016787
Phpat.016G025800.1	
Phpat.016G025900.1	GO:0003924,GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.016G025900.2	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.016G025900.3	GO:0005525,GO:0007264,GO:0005622
Phpat.016G026000.1	GO:0016740,GO:0030170,GO:0009058
Phpat.016G026000.2	GO:0016740,GO:0030170,GO:0009058
Phpat.016G026000.3	GO:0016740,GO:0030170,GO:0009058
Phpat.016G026000.4	GO:0016740,GO:0030170,GO:0009058
Phpat.016G026000.5	GO:0016740,GO:0030170,GO:0009058
Phpat.016G026000.6	GO:0016740,GO:0030170,GO:0009058
